City,State,Region,Primary_Language,Script
City_574,Andhra Pradesh,South,Telugu,Telugu
City_575,Bihar,East,Hindi,Devanagari
City_576,Andhra Pradesh,South,Telugu,Telugu
City_577,Rajasthan,North,Hindi,Devanagari
City_578,Maharashtra,West,Marathi,Devanagari
City_579,Tripura,Northeast,Bengali,Bengali
City_580,Uttarakhand,North,Hindi,Devanagari
City_581,West Bengal,East,Bengali,Bengali
City_582,Sikkim,Northeast,Nepali,Devanagari
City_583,Himachal Pradesh,North,Hindi,Devanagari
City_584,Chhattisgarh,Central,Hindi,Devanagari
City_585,Punjab,North,Punjabi,Gurmukhi
City_586,Chhattisgarh,Central,Hindi,Devanagari
City_587,Assam,Northeast,Assamese,Bengali
City_588,Chhattisgarh,Central,Hindi,Devanagari
City_589,Maharashtra,West,Marathi,Devanagari
City_590,Tripura,Northeast,Bengali,Bengali
City_591,Odisha,East,Odia,Odia
City_592,Gujarat,West,Gujarati,Gujarati
City_593,Karnataka,South,Kannada,Kannada
City_594,Chhattisgarh,Central,Hindi,Devanagari
City_595,Nagaland,Northeast,English,Latin
City_596,Uttarakhand,North,Hindi,Devanagari
City_597,Bihar,East,Hindi,Devanagari
City_598,Telangana,South,Telugu,Telugu
City_599,Meghalaya,Northeast,Khasi,Latin
City_600,Karnataka,South,Kannada,Kannada
City_601,Goa,West,Konkani,Devanagari
City_602,Nagaland,Northeast,English,Latin
City_603,Goa,West,Konkani,Devanagari
City_604,Karnataka,South,Kannada,Kannada
City_605,Assam,Northeast,Assamese,Bengali
City_606,Uttar Pradesh,North,Hindi,Devanagari
City_607,Odisha,East,Odia,Odia
City_608,Meghalaya,Northeast,Khasi,Latin
City_609,West Bengal,East,Bengali,Bengali
City_610,Himachal Pradesh,North,Hindi,Devanagari
City_611,West Bengal,East,Bengali,Bengali
City_612,Jharkhand,East,Hindi,Devanagari
City_613,Karnataka,South,Kannada,Kannada
City_614,Uttarakhand,North,Hindi,Devanagari
City_615,Himachal Pradesh,North,Hindi,Devanagari
City_616,Gujarat,West,Gujarati,Gujarati
City_617,Meghalaya,Northeast,Khasi,Latin
City_618,Sikkim,Northeast,Nepali,Devanagari
City_619,Uttar Pradesh,North,Hindi,Devanagari
City_620,Andhra Pradesh,South,Telugu,Telugu
City_621,Himachal Pradesh,North,Hindi,Devanagari
City_622,Sikkim,Northeast,Nepali,Devanagari
City_623,Bihar,East,Hindi,Devanagari
City_624,Sikkim,Northeast,Nepali,Devanagari
City_625,Goa,West,Konkani,Devanagari
City_626,West Bengal,East,Bengali,Bengali
City_627,Odisha,East,Odia,Odia
City_628,Himachal Pradesh,North,Hindi,Devanagari
City_629,Himachal Pradesh,North,Hindi,Devanagari
City_630,Manipur,Northeast,Meitei,Meitei Mayek
City_631,Jharkhand,East,Hindi,Devanagari
City_632,Goa,West,Konkani,Devanagari
City_633,Mizoram,Northeast,Mizo,Latin
City_634,Bihar,East,Hindi,Devanagari
City_635,Tripura,Northeast,Bengali,Bengali
City_636,Himachal Pradesh,North,Hindi,Devanagari
City_637,Karnataka,South,Kannada,Kannada
City_638,Andhra Pradesh,South,Telugu,Telugu
City_639,Odisha,East,Odia,Odia
City_640,Tripura,Northeast,Bengali,Bengali
City_641,Andhra Pradesh,South,Telugu,Telugu
City_642,Odisha,East,Odia,Odia
City_643,Gujarat,West,Gujarati,Gujarati
City_644,Rajasthan,North,Hindi,Devanagari
City_645,Manipur,Northeast,Meitei,Meitei Mayek
City_646,Tripura,Northeast,Bengali,Bengali
City_647,Chhattisgarh,Central,Hindi,Devanagari
City_648,Madhya Pradesh,Central,Hindi,Devanagari
City_649,Jharkhand,East,Hindi,Devanagari
City_650,Nagaland,Northeast,English,Latin
City_651,Uttar Pradesh,North,Hindi,Devanagari
City_652,West Bengal,East,Bengali,Bengali
City_653,Andhra Pradesh,South,Telugu,Telugu
City_654,Goa,West,Konkani,Devanagari
City_655,Manipur,Northeast,Meitei,Meitei Mayek
City_656,Nagaland,Northeast,English,Latin
City_657,Karnataka,South,Kannada,Kannada
City_658,Nagaland,Northeast,English,Latin
City_659,Sikkim,Northeast,Nepali,Devanagari
City_660,Jharkhand,East,Hindi,Devanagari
City_661,Goa,West,Konkani,Devanagari
City_662,Gujarat,West,Gujarati,Gujarati
City_663,Bihar,East,Hindi,Devanagari
City_664,Nagaland,Northeast,English,Latin
City_665,Assam,Northeast,Assamese,Bengali
City_666,Chhattisgarh,Central,Hindi,Devanagari
City_667,Gujarat,West,Gujarati,Gujarati
City_668,Rajasthan,North,Hindi,Devanagari
City_669,Chhattisgarh,Central,Hindi,Devanagari
City_670,Uttar Pradesh,North,Hindi,Devanagari
City_671,West Bengal,East,Bengali,Bengali
City_672,Sikkim,Northeast,Nepali,Devanagari
City_673,Telangana,South,Telugu,Telugu
City_674,Telangana,South,Telugu,Telugu
City_675,Uttarakhand,North,Hindi,Devanagari
City_676,Madhya Pradesh,Central,Hindi,Devanagari
City_677,Andhra Pradesh,South,Telugu,Telugu
City_678,Odisha,East,Odia,Odia
City_679,Assam,Northeast,Assamese,Bengali
City_680,Chhattisgarh,Central,Hindi,Devanagari
City_681,Andhra Pradesh,South,Telugu,Telugu
City_682,Himachal Pradesh,North,Hindi,Devanagari
City_683,Kerala,South,Malayalam,Malayalam
City_684,Gujarat,West,Gujarati,Gujarati
City_685,Rajasthan,North,Hindi,Devanagari
City_686,Bihar,East,Hindi,Devanagari
City_687,Punjab,North,Punjabi,Gurmukhi
City_688,Assam,Northeast,Assamese,Bengali
City_689,Odisha,East,Odia,Odia
City_690,Uttarakhand,North,Hindi,Devanagari
City_691,Chhattisgarh,Central,Hindi,Devanagari
City_692,Maharashtra,West,Marathi,Devanagari
City_693,Uttar Pradesh,North,Hindi,Devanagari
City_694,Uttar Pradesh,North,Hindi,Devanagari
City_695,Kerala,South,Malayalam,Malayalam
City_696,Tripura,Northeast,Bengali,Bengali
City_697,Punjab,North,Punjabi,Gurmukhi
City_698,Jharkhand,East,Hindi,Devanagari
City_699,Bihar,East,Hindi,Devanagari
City_700,Tamil Nadu,South,Tamil,Tamil
City_701,Mizoram,Northeast,Mizo,Latin
City_702,Manipur,Northeast,Meitei,Meitei Mayek
City_703,Himachal Pradesh,North,Hindi,Devanagari
City_704,Gujarat,West,Gujarati,Gujarati
City_705,Goa,West,Konkani,Devanagari
City_706,Bihar,East,Hindi,Devanagari
City_707,Karnataka,South,Kannada,Kannada
City_708,Karnataka,South,Kannada,Kannada
City_709,Kerala,South,Malayalam,Malayalam
City_710,Tripura,Northeast,Bengali,Bengali
City_711,Andhra Pradesh,South,Telugu,Telugu
City_712,Mizoram,Northeast,Mizo,Latin
City_713,Gujarat,West,Gujarati,Gujarati
City_714,Assam,Northeast,Assamese,Bengali
City_715,Chhattisgarh,Central,Hindi,Devanagari
City_716,Tripura,Northeast,Bengali,Bengali
City_717,Gujarat,West,Gujarati,Gujarati
City_718,West Bengal,East,Bengali,Bengali
City_719,Bihar,East,Hindi,Devanagari
City_720,Bihar,East,Hindi,Devanagari
City_721,Uttarakhand,North,Hindi,Devanagari
City_722,Chhattisgarh,Central,Hindi,Devanagari
City_723,Manipur,Northeast,Meitei,Meitei Mayek
City_724,Punjab,North,Punjabi,Gurmukhi
City_725,Odisha,East,Odia,Odia
City_726,Gujarat,West,Gujarati,Gujarati
City_727,Tamil Nadu,South,Tamil,Tamil
City_728,West Bengal,East,Bengali,Bengali
City_729,Bihar,East,Hindi,Devanagari
City_730,Goa,West,Konkani,Devanagari
City_731,Himachal Pradesh,North,Hindi,Devanagari
City_732,Goa,West,Konkani,Devanagari
City_733,Meghalaya,Northeast,Khasi,Latin
City_734,Tamil Nadu,South,Tamil,Tamil
City_735,Kerala,South,Malayalam,Malayalam
City_736,Nagaland,Northeast,English,Latin
City_737,Kerala,South,Malayalam,Malayalam
City_738,Chhattisgarh,Central,Hindi,Devanagari
City_739,Andhra Pradesh,South,Telugu,Telugu
City_740,Bihar,East,Hindi,Devanagari
City_741,Bihar,East,Hindi,Devanagari
City_742,Madhya Pradesh,Central,Hindi,Devanagari
City_743,Nagaland,Northeast,English,Latin
City_744,Jharkhand,East,Hindi,Devanagari
City_745,Mizoram,Northeast,Mizo,Latin
City_746,Nagaland,Northeast,English,Latin
City_747,Telangana,South,Telugu,Telugu
City_748,Uttar Pradesh,North,Hindi,Devanagari
City_749,Karnataka,South,Kannada,Kannada
City_750,West Bengal,East,Bengali,Bengali
City_751,Tripura,Northeast,Bengali,Bengali
City_752,Manipur,Northeast,Meitei,Meitei Mayek
City_753,Goa,West,Konkani,Devanagari
City_754,Uttarakhand,North,Hindi,Devanagari
City_755,Madhya Pradesh,Central,Hindi,Devanagari
City_756,Odisha,East,Odia,Odia
City_757,Himachal Pradesh,North,Hindi,Devanagari
City_758,Rajasthan,North,Hindi,Devanagari
City_759,Madhya Pradesh,Central,Hindi,Devanagari
City_760,Tamil Nadu,South,Tamil,Tamil
City_761,Nagaland,Northeast,English,Latin
City_762,Mizoram,Northeast,Mizo,Latin
City_763,Mizoram,Northeast,Mizo,Latin
City_764,West Bengal,East,Bengali,Bengali
City_765,Jharkhand,East,Hindi,Devanagari
City_766,Sikkim,Northeast,Nepali,Devanagari
City_767,Goa,West,Konkani,Devanagari
City_768,Telangana,South,Telugu,Telugu
City_769,Andhra Pradesh,South,Telugu,Telugu
City_770,Assam,Northeast,Assamese,Bengali
City_771,Jharkhand,East,Hindi,Devanagari
City_772,Punjab,North,Punjabi,Gurmukhi
City_773,Kerala,South,Malayalam,Malayalam
City_774,Andhra Pradesh,South,Telugu,Telugu
City_775,Meghalaya,Northeast,Khasi,Latin
City_776,Nagaland,Northeast,English,Latin
City_777,Punjab,North,Punjabi,Gurmukhi
City_778,Chhattisgarh,Central,Hindi,Devanagari
City_779,Karnataka,South,Kannada,Kannada
City_780,Chhattisgarh,Central,Hindi,Devanagari
City_781,Punjab,North,Punjabi,Gurmukhi
City_782,Chhattisgarh,Central,Hindi,Devanagari
City_783,Uttarakhand,North,Hindi,Devanagari
City_784,Uttar Pradesh,North,Hindi,Devanagari
City_785,Odisha,East,Odia,Odia
City_786,Karnataka,South,Kannada,Kannada
City_787,Mizoram,Northeast,Mizo,Latin
City_788,Himachal Pradesh,North,Hindi,Devanagari
City_789,Odisha,East,Odia,Odia
City_790,Tamil Nadu,South,Tamil,Tamil
City_791,Nagaland,Northeast,English,Latin
City_792,Manipur,Northeast,Meitei,Meitei Mayek
City_793,Bihar,East,Hindi,Devanagari
City_794,Jharkhand,East,Hindi,Devanagari
City_795,Bihar,East,Hindi,Devanagari
City_796,Rajasthan,North,Hindi,Devanagari
City_797,West Bengal,East,Bengali,Bengali
City_798,Kerala,South,Malayalam,Malayalam
City_799,Uttarakhand,North,Hindi,Devanagari
City_800,Tripura,Northeast,Bengali,Bengali
City_801,Uttar Pradesh,North,Hindi,Devanagari
City_802,Madhya Pradesh,Central,Hindi,Devanagari
City_803,Goa,West,Konkani,Devanagari
City_804,Maharashtra,West,Marathi,Devanagari
City_805,Assam,Northeast,Assamese,Bengali
City_806,Meghalaya,Northeast,Khasi,Latin
City_807,Uttarakhand,North,Hindi,Devanagari
City_808,Bihar,East,Hindi,Devanagari
City_809,Uttar Pradesh,North,Hindi,Devanagari
City_810,Sikkim,Northeast,Nepali,Devanagari
City_811,Meghalaya,Northeast,Khasi,Latin
City_812,Tamil Nadu,South,Tamil,Tamil
City_813,Mizoram,Northeast,Mizo,Latin
City_814,Tamil Nadu,South,Tamil,Tamil
City_815,Uttarakhand,North,Hindi,Devanagari
City_816,Madhya Pradesh,Central,Hindi,Devanagari
City_817,Himachal Pradesh,North,Hindi,Devanagari
City_818,Telangana,South,Telugu,Telugu
City_819,Nagaland,Northeast,English,Latin
City_820,Chhattisgarh,Central,Hindi,Devanagari
City_821,Goa,West,Konkani,Devanagari
City_822,Mizoram,Northeast,Mizo,Latin
City_823,Himachal Pradesh,North,Hindi,Devanagari
City_824,Bihar,East,Hindi,Devanagari
City_825,Tamil Nadu,South,Tamil,Tamil
City_826,Maharashtra,West,Marathi,Devanagari
City_827,Odisha,East,Odia,Odia
City_828,West Bengal,East,Bengali,Bengali
City_829,Tamil Nadu,South,Tamil,Tamil
City_830,Nagaland,Northeast,English,Latin
City_831,Jharkhand,East,Hindi,Devanagari
City_832,Sikkim,Northeast,Nepali,Devanagari
City_833,Kerala,South,Malayalam,Malayalam
City_834,Himachal Pradesh,North,Hindi,Devanagari
City_835,Uttar Pradesh,North,Hindi,Devanagari
City_836,Uttar Pradesh,North,Hindi,Devanagari
City_837,Kerala,South,Malayalam,Malayalam
City_838,West Bengal,East,Bengali,Bengali
City_839,Nagaland,Northeast,English,Latin
City_840,Sikkim,Northeast,Nepali,Devanagari
City_841,Uttar Pradesh,North,Hindi,Devanagari
City_842,Nagaland,Northeast,English,Latin
City_843,Uttar Pradesh,North,Hindi,Devanagari
City_844,Assam,Northeast,Assamese,Bengali
City_845,Assam,Northeast,Assamese,Bengali
City_846,Tripura,Northeast,Bengali,Bengali
City_847,Himachal Pradesh,North,Hindi,Devanagari
City_848,Nagaland,Northeast,English,Latin
City_849,Rajasthan,North,Hindi,Devanagari
City_850,Odisha,East,Odia,Odia
City_851,Rajasthan,North,Hindi,Devanagari
City_852,Tamil Nadu,South,Tamil,Tamil
City_853,Tripura,Northeast,Bengali,Bengali
City_854,Bihar,East,Hindi,Devanagari
City_855,Bihar,East,Hindi,Devanagari
City_856,Karnataka,South,Kannada,Kannada
City_857,Tamil Nadu,South,Tamil,Tamil
City_858,Himachal Pradesh,North,Hindi,Devanagari
City_859,Punjab,North,Punjabi,Gurmukhi
City_860,Maharashtra,West,Marathi,Devanagari
City_861,Punjab,North,Punjabi,Gurmukhi
City_862,Gujarat,West,Gujarati,Gujarati
City_863,Chhattisgarh,Central,Hindi,Devanagari
City_864,Chhattisgarh,Central,Hindi,Devanagari
City_865,Maharashtra,West,Marathi,Devanagari
City_866,Mizoram,Northeast,Mizo,Latin
City_867,Mizoram,Northeast,Mizo,Latin
City_868,West Bengal,East,Bengali,Bengali
City_869,Uttarakhand,North,Hindi,Devanagari
City_870,Andhra Pradesh,South,Telugu,Telugu
City_871,Tamil Nadu,South,Tamil,Tamil
City_872,Mizoram,Northeast,Mizo,Latin
City_873,Andhra Pradesh,South,Telugu,Telugu
City_874,Uttar Pradesh,North,Hindi,Devanagari
City_875,Goa,West,Konkani,Devanagari
City_876,Himachal Pradesh,North,Hindi,Devanagari
City_877,Jharkhand,East,Hindi,Devanagari
City_878,Madhya Pradesh,Central,Hindi,Devanagari
City_879,Sikkim,Northeast,Nepali,Devanagari
City_880,Madhya Pradesh,Central,Hindi,Devanagari
City_881,Uttar Pradesh,North,Hindi,Devanagari
City_882,Nagaland,Northeast,English,Latin
City_883,Rajasthan,North,Hindi,Devanagari
City_884,Maharashtra,West,Marathi,Devanagari
City_885,Telangana,South,Telugu,Telugu
City_886,Tripura,Northeast,Bengali,Bengali
City_887,Gujarat,West,Gujarati,Gujarati
City_888,Kerala,South,Malayalam,Malayalam
City_889,Maharashtra,West,Marathi,Devanagari
City_890,Kerala,South,Malayalam,Malayalam
City_891,Uttarakhand,North,Hindi,Devanagari
City_892,Maharashtra,West,Marathi,Devanagari
City_893,Uttarakhand,North,Hindi,Devanagari
City_894,Madhya Pradesh,Central,Hindi,Devanagari
City_895,Tripura,Northeast,Bengali,Bengali
City_896,Maharashtra,West,Marathi,Devanagari
City_897,Manipur,Northeast,Meitei,Meitei Mayek
City_898,Goa,West,Konkani,Devanagari
City_899,Kerala,South,Malayalam,Malayalam
City_900,Tamil Nadu,South,Tamil,Tamil
City_901,Meghalaya,Northeast,Khasi,Latin
City_902,Madhya Pradesh,Central,Hindi,Devanagari
City_903,Sikkim,Northeast,Nepali,Devanagari
City_904,Assam,Northeast,Assamese,Bengali
City_905,Tripura,Northeast,Bengali,Bengali
City_906,Himachal Pradesh,North,Hindi,Devanagari
City_907,Uttar Pradesh,North,Hindi,Devanagari
City_908,Karnataka,South,Kannada,Kannada
City_909,Assam,Northeast,Assamese,Bengali
City_910,Meghalaya,Northeast,Khasi,Latin
City_911,Himachal Pradesh,North,Hindi,Devanagari
City_912,Assam,Northeast,Assamese,Bengali
City_913,Himachal Pradesh,North,Hindi,Devanagari
City_914,Manipur,Northeast,Meitei,Meitei Mayek
City_915,Meghalaya,Northeast,Khasi,Latin
City_916,Uttar Pradesh,North,Hindi,Devanagari
City_917,Maharashtra,West,Marathi,Devanagari
City_918,Kerala,South,Malayalam,Malayalam
City_919,Nagaland,Northeast,English,Latin
City_920,Maharashtra,West,Marathi,Devanagari
City_921,Bihar,East,Hindi,Devanagari
City_922,Telangana,South,Telugu,Telugu
City_923,Telangana,South,Telugu,Telugu
City_924,Jharkhand,East,Hindi,Devanagari
City_925,Telangana,South,Telugu,Telugu
City_926,Tripura,Northeast,Bengali,Bengali
City_927,Madhya Pradesh,Central,Hindi,Devanagari
City_928,Goa,West,Konkani,Devanagari
City_929,Sikkim,Northeast,Nepali,Devanagari
City_930,Sikkim,Northeast,Nepali,Devanagari
City_931,Jharkhand,East,Hindi,Devanagari
City_932,Telangana,South,Telugu,Telugu
City_933,Mizoram,Northeast,Mizo,Latin
City_934,Jharkhand,East,Hindi,Devanagari
City_935,Punjab,North,Punjabi,Gurmukhi
City_936,Karnataka,South,Kannada,Kannada
City_937,Punjab,North,Punjabi,Gurmukhi
City_938,Karnataka,South,Kannada,Kannada
City_939,Meghalaya,Northeast,Khasi,Latin
City_940,Goa,West,Konkani,Devanagari
City_941,West Bengal,East,Bengali,Bengali
City_942,West Bengal,East,Bengali,Bengali
City_943,Uttarakhand,North,Hindi,Devanagari
City_944,Chhattisgarh,Central,Hindi,Devanagari
City_945,Tripura,Northeast,Bengali,Bengali
City_946,Tripura,Northeast,Bengali,Bengali
City_947,Nagaland,Northeast,English,Latin
City_948,Uttar Pradesh,North,Hindi,Devanagari
City_949,Uttarakhand,North,Hindi,Devanagari
City_950,Assam,Northeast,Assamese,Bengali
City_951,Mizoram,Northeast,Mizo,Latin
City_952,Nagaland,Northeast,English,Latin
City_953,Kerala,South,Malayalam,Malayalam
City_954,Tamil Nadu,South,Tamil,Tamil
City_955,Uttar Pradesh,North,Hindi,Devanagari
City_956,Odisha,East,Odia,Odia
City_957,Andhra Pradesh,South,Telugu,Telugu
City_958,Chhattisgarh,Central,Hindi,Devanagari
City_959,Rajasthan,North,Hindi,Devanagari
City_960,Maharashtra,West,Marathi,Devanagari
City_961,Himachal Pradesh,North,Hindi,Devanagari
City_962,Rajasthan,North,Hindi,Devanagari
City_963,Chhattisgarh,Central,Hindi,Devanagari
City_964,Bihar,East,Hindi,Devanagari
City_965,Odisha,East,Odia,Odia
City_966,Chhattisgarh,Central,Hindi,Devanagari
City_967,Goa,West,Konkani,Devanagari
City_968,Madhya Pradesh,Central,Hindi,Devanagari
City_969,Goa,West,Konkani,Devanagari
City_970,Mizoram,Northeast,Mizo,Latin
City_971,Madhya Pradesh,Central,Hindi,Devanagari
City_972,Meghalaya,Northeast,Khasi,Latin
City_973,Telangana,South,Telugu,Telugu
City_974,Jharkhand,East,Hindi,Devanagari
City_975,Himachal Pradesh,North,Hindi,Devanagari
City_976,Chhattisgarh,Central,Hindi,Devanagari
City_977,Karnataka,South,Kannada,Kannada
City_978,Tamil Nadu,South,Tamil,Tamil
City_979,Punjab,North,Punjabi,Gurmukhi
City_980,Himachal Pradesh,North,Hindi,Devanagari
City_981,West Bengal,East,Bengali,Bengali
City_982,Manipur,Northeast,Meitei,Meitei Mayek
City_983,Madhya Pradesh,Central,Hindi,Devanagari
City_984,Madhya Pradesh,Central,Hindi,Devanagari
City_985,Meghalaya,Northeast,Khasi,Latin
City_986,Mizoram,Northeast,Mizo,Latin
City_987,Rajasthan,North,Hindi,Devanagari
City_988,Chhattisgarh,Central,Hindi,Devanagari
City_989,Sikkim,Northeast,Nepali,Devanagari
City_990,Rajasthan,North,Hindi,Devanagari
City_991,Meghalaya,Northeast,Khasi,Latin
City_992,Maharashtra,West,Marathi,Devanagari
City_993,Bihar,East,Hindi,Devanagari
City_994,Chhattisgarh,Central,Hindi,Devanagari
City_995,Rajasthan,North,Hindi,Devanagari
City_996,Meghalaya,Northeast,Khasi,Latin
City_997,Tripura,Northeast,Bengali,Bengali
City_998,Gujarat,West,Gujarati,Gujarati
City_999,West Bengal,East,Bengali,Bengali
City_1000,Madhya Pradesh,Central,Hindi,Devanagari
City_1001,Sikkim,Northeast,Nepali,Devanagari
City_1002,Rajasthan,North,Hindi,Devanagari
City_1003,Telangana,South,Telugu,Telugu
City_1004,Madhya Pradesh,Central,Hindi,Devanagari
City_1005,Bihar,East,Hindi,Devanagari
City_1006,Uttarakhand,North,Hindi,Devanagari
City_1007,Chhattisgarh,Central,Hindi,Devanagari
City_1008,Kerala,South,Malayalam,Malayalam
City_1009,West Bengal,East,Bengali,Bengali
City_1010,Tripura,Northeast,Bengali,Bengali
City_1011,Madhya Pradesh,Central,Hindi,Devanagari
City_1012,Goa,West,Konkani,Devanagari
City_1013,Sikkim,Northeast,Nepali,Devanagari
City_1014,Uttar Pradesh,North,Hindi,Devanagari
City_1015,Assam,Northeast,Assamese,Bengali
City_1016,Gujarat,West,Gujarati,Gujarati
City_1017,Goa,West,Konkani,Devanagari
City_1018,Himachal Pradesh,North,Hindi,Devanagari
City_1019,Gujarat,West,Gujarati,Gujarati
City_1020,Mizoram,Northeast,Mizo,Latin
City_1021,Chhattisgarh,Central,Hindi,Devanagari
City_1022,Andhra Pradesh,South,Telugu,Telugu
City_1023,Goa,West,Konkani,Devanagari
City_1024,Himachal Pradesh,North,Hindi,Devanagari
City_1025,Bihar,East,Hindi,Devanagari
City_1026,Manipur,Northeast,Meitei,Meitei Mayek
City_1027,Goa,West,Konkani,Devanagari
City_1028,Karnataka,South,Kannada,Kannada
City_1029,Assam,Northeast,Assamese,Bengali
City_1030,West Bengal,East,Bengali,Bengali
City_1031,Odisha,East,Odia,Odia
City_1032,Bihar,East,Hindi,Devanagari
City_1033,Uttarakhand,North,Hindi,Devanagari
City_1034,Madhya Pradesh,Central,Hindi,Devanagari
City_1035,Karnataka,South,Kannada,Kannada
City_1036,Madhya Pradesh,Central,Hindi,Devanagari
City_1037,Mizoram,Northeast,Mizo,Latin
City_1038,Maharashtra,West,Marathi,Devanagari
City_1039,Madhya Pradesh,Central,Hindi,Devanagari
City_1040,Punjab,North,Punjabi,Gurmukhi
City_1041,Punjab,North,Punjabi,Gurmukhi
City_1042,Himachal Pradesh,North,Hindi,Devanagari
City_1043,Andhra Pradesh,South,Telugu,Telugu
City_1044,Tripura,Northeast,Bengali,Bengali
City_1045,Assam,Northeast,Assamese,Bengali
City_1046,Odisha,East,Odia,Odia
City_1047,Uttar Pradesh,North,Hindi,Devanagari
City_1048,Kerala,South,Malayalam,Malayalam
City_1049,Manipur,Northeast,Meitei,Meitei Mayek
City_1050,Chhattisgarh,Central,Hindi,Devanagari
City_1051,Maharashtra,West,Marathi,Devanagari
City_1052,Meghalaya,Northeast,Khasi,Latin
City_1053,Bihar,East,Hindi,Devanagari
City_1054,Kerala,South,Malayalam,Malayalam
City_1055,Uttar Pradesh,North,Hindi,Devanagari
City_1056,Goa,West,Konkani,Devanagari
City_1057,Tamil Nadu,South,Tamil,Tamil
City_1058,Nagaland,Northeast,English,Latin
City_1059,Mizoram,Northeast,Mizo,Latin
City_1060,Nagaland,Northeast,English,Latin
City_1061,Kerala,South,Malayalam,Malayalam
City_1062,Kerala,South,Malayalam,Malayalam
City_1063,Sikkim,Northeast,Nepali,Devanagari
City_1064,Jharkhand,East,Hindi,Devanagari
City_1065,Karnataka,South,Kannada,Kannada
City_1066,Telangana,South,Telugu,Telugu
City_1067,Meghalaya,Northeast,Khasi,Latin
City_1068,Sikkim,Northeast,Nepali,Devanagari
City_1069,Odisha,East,Odia,Odia
City_1070,Sikkim,Northeast,Nepali,Devanagari
City_1071,West Bengal,East,Bengali,Bengali
City_1072,Tripura,Northeast,Bengali,Bengali
City_1073,Punjab,North,Punjabi,Gurmukhi
City_1074,Uttar Pradesh,North,Hindi,Devanagari
City_1075,Karnataka,South,Kannada,Kannada
City_1076,Meghalaya,Northeast,Khasi,Latin
City_1077,Kerala,South,Malayalam,Malayalam
City_1078,Maharashtra,West,Marathi,Devanagari
City_1079,Manipur,Northeast,Meitei,Meitei Mayek
City_1080,Telangana,South,Telugu,Telugu
City_1081,Karnataka,South,Kannada,Kannada
City_1082,Madhya Pradesh,Central,Hindi,Devanagari
City_1083,Kerala,South,Malayalam,Malayalam
City_1084,Mizoram,Northeast,Mizo,Latin
City_1085,Himachal Pradesh,North,Hindi,Devanagari
City_1086,Meghalaya,Northeast,Khasi,Latin
City_1087,Kerala,South,Malayalam,Malayalam
City_1088,Tripura,Northeast,Bengali,Bengali
City_1089,Goa,West,Konkani,Devanagari
City_1090,Maharashtra,West,Marathi,Devanagari
City_1091,Madhya Pradesh,Central,Hindi,Devanagari
City_1092,Telangana,South,Telugu,Telugu
City_1093,Punjab,North,Punjabi,Gurmukhi
City_1094,Chhattisgarh,Central,Hindi,Devanagari
City_1095,Tripura,Northeast,Bengali,Bengali
City_1096,Bihar,East,Hindi,Devanagari
City_1097,Andhra Pradesh,South,Telugu,Telugu
City_1098,Uttar Pradesh,North,Hindi,Devanagari
City_1099,Kerala,South,Malayalam,Malayalam
City_1100,Chhattisgarh,Central,Hindi,Devanagari
City_1101,Mizoram,Northeast,Mizo,Latin
City_1102,Karnataka,South,Kannada,Kannada
City_1103,Tripura,Northeast,Bengali,Bengali
City_1104,Manipur,Northeast,Meitei,Meitei Mayek
City_1105,Tamil Nadu,South,Tamil,Tamil
City_1106,Manipur,Northeast,Meitei,Meitei Mayek
City_1107,Himachal Pradesh,North,Hindi,Devanagari
City_1108,Andhra Pradesh,South,Telugu,Telugu
City_1109,Madhya Pradesh,Central,Hindi,Devanagari
City_1110,Tamil Nadu,South,Tamil,Tamil
City_1111,Chhattisgarh,Central,Hindi,Devanagari
City_1112,Rajasthan,North,Hindi,Devanagari
City_1113,Kerala,South,Malayalam,Malayalam
City_1114,Uttar Pradesh,North,Hindi,Devanagari
City_1115,Telangana,South,Telugu,Telugu
City_1116,Karnataka,South,Kannada,Kannada
City_1117,Bihar,East,Hindi,Devanagari
City_1118,Telangana,South,Telugu,Telugu
City_1119,West Bengal,East,Bengali,Bengali
City_1120,Tamil Nadu,South,Tamil,Tamil
City_1121,Kerala,South,Malayalam,Malayalam
City_1122,Uttarakhand,North,Hindi,Devanagari
City_1123,Meghalaya,Northeast,Khasi,Latin
City_1124,Assam,Northeast,Assamese,Bengali
City_1125,Uttar Pradesh,North,Hindi,Devanagari
City_1126,Sikkim,Northeast,Nepali,Devanagari
City_1127,Assam,Northeast,Assamese,Bengali
City_1128,Andhra Pradesh,South,Telugu,Telugu
City_1129,Maharashtra,West,Marathi,Devanagari
City_1130,Bihar,East,Hindi,Devanagari
City_1131,Punjab,North,Punjabi,Gurmukhi
City_1132,Maharashtra,West,Marathi,Devanagari
City_1133,Manipur,Northeast,Meitei,Meitei Mayek
City_1134,Tamil Nadu,South,Tamil,Tamil
City_1135,Uttar Pradesh,North,Hindi,Devanagari
City_1136,Odisha,East,Odia,Odia
City_1137,Himachal Pradesh,North,Hindi,Devanagari
City_1138,Odisha,East,Odia,Odia
City_1139,Telangana,South,Telugu,Telugu
City_1140,Madhya Pradesh,Central,Hindi,Devanagari
City_1141,Meghalaya,Northeast,Khasi,Latin
City_1142,Kerala,South,Malayalam,Malayalam
City_1143,Sikkim,Northeast,Nepali,Devanagari
City_1144,West Bengal,East,Bengali,Bengali
City_1145,Himachal Pradesh,North,Hindi,Devanagari
